Temperature,Weather,Weather_Code,UpperWear_Male,LowerWear_Male,Footwear_Male,UpperWear_Female,LowerWear_Female,Footwear_Female
7,Rainy,818,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
7,Drizzle,819,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
7,Drizzle,820,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
7,Drizzle,821,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
7,Thunderstorm,822,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
7,Thunderstorm,823,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
7,Thunderstorm,824,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
7,Snow,825,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
7,Snow,826,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
7,Snow,827,Sweater,Jeans,Boots,Sweater,Jeans,Boots
7,Foggy,828,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
7,Foggy,829,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
7,Foggy,830,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
7,Haze,831,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
7,Haze,832,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
7,Haze,833,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
7,Windy,834,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
7,Windy,835,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
7,Windy,836,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
7,Tornado,837,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
7,Tornado,838,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
7,Tornado,839,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
8,Clear,840,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
8,Clear,841,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
8,Clear,842,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
8,Clouds,843,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
8,Clouds,844,Polo,Chinos,Loafers,Sweater,Jeans,Boots
8,Clouds,845,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
8,Rainy,846,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
8,Rainy,847,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
8,Rainy,848,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
8,Drizzle,849,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
8,Drizzle,850,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
8,Drizzle,851,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
8,Thunderstorm,852,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
8,Thunderstorm,853,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
8,Thunderstorm,854,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
8,Snow,855,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
8,Snow,856,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
8,Snow,857,Sweater,Jeans,Boots,Sweater,Jeans,Boots
8,Foggy,858,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
8,Foggy,859,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
8,Foggy,860,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
8,Haze,861,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
8,Haze,862,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
8,Haze,863,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
8,Windy,864,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
8,Windy,865,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
8,Windy,866,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
8,Tornado,867,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
8,Tornado,868,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
8,Tornado,869,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
9,Clear,870,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
9,Clear,871,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
9,Clear,872,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
9,Clouds,873,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
9,Clouds,874,Polo,Chinos,Loafers,Sweater,Jeans,Boots
9,Clouds,875,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
9,Rainy,876,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
9,Rainy,877,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
9,Rainy,878,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
9,Drizzle,879,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
9,Drizzle,880,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
9,Drizzle,881,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
9,Thunderstorm,882,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
9,Thunderstorm,883,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
9,Thunderstorm,884,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
9,Snow,885,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
9,Snow,886,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
9,Snow,887,Sweater,Jeans,Boots,Sweater,Jeans,Boots
9,Foggy,888,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
9,Foggy,889,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
9,Foggy,890,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
9,Haze,891,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
9,Haze,892,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
9,Haze,893,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
9,Windy,894,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
9,Windy,895,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
9,Windy,896,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
9,Tornado,897,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
9,Tornado,898,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
9,Tornado,899,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
10,Clear,900,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
10,Clear,901,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
10,Clear,902,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
10,Clouds,903,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
10,Clouds,904,Polo,Chinos,Loafers,Sweater,Jeans,Boots
10,Clouds,905,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
10,Rainy,906,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
10,Rainy,907,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
10,Rainy,908,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
10,Drizzle,909,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
10,Drizzle,910,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
10,Drizzle,911,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
10,Thunderstorm,912,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
10,Thunderstorm,913,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
10,Thunderstorm,914,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
10,Snow,915,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
10,Snow,916,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
10,Snow,917,Sweater,Jeans,Boots,Sweater,Jeans,Boots
10,Foggy,918,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
10,Foggy,919,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
10,Foggy,920,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
10,Haze,921,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
10,Haze,922,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
10,Haze,923,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
10,Windy,924,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
10,Windy,925,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
10,Windy,926,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
10,Tornado,927,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
10,Tornado,928,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
10,Tornado,929,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
11,Clear,930,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
11,Clear,931,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
11,Clear,932,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
11,Clouds,933,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
11,Clouds,934,Polo,Chinos,Loafers,Sweater,Jeans,Boots
11,Clouds,935,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
11,Rainy,936,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
11,Rainy,937,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
11,Rainy,938,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
11,Drizzle,939,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
11,Drizzle,940,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
11,Drizzle,941,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
11,Thunderstorm,942,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
11,Thunderstorm,943,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
11,Thunderstorm,944,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
11,Snow,945,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
11,Snow,946,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
11,Snow,947,Sweater,Jeans,Boots,Sweater,Jeans,Boots
11,Foggy,948,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
11,Foggy,949,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
11,Foggy,950,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
11,Haze,951,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
11,Haze,952,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
11,Haze,953,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
11,Windy,954,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
11,Windy,955,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
11,Windy,956,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
11,Tornado,957,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
11,Tornado,958,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
11,Tornado,959,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
12,Clear,960,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
12,Clear,961,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
12,Clear,962,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
12,Clouds,963,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
12,Clouds,964,Polo,Chinos,Loafers,Sweater,Jeans,Boots
12,Clouds,965,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
12,Rainy,966,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
12,Rainy,967,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
12,Rainy,968,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
12,Drizzle,969,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
12,Drizzle,970,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
12,Drizzle,971,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
12,Thunderstorm,972,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
12,Thunderstorm,973,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
12,Thunderstorm,974,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
12,Snow,975,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
12,Snow,976,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
12,Snow,977,Sweater,Jeans,Boots,Sweater,Jeans,Boots
12,Foggy,978,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
12,Foggy,979,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
12,Foggy,980,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
12,Haze,981,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
12,Haze,982,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
12,Haze,983,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
12,Windy,984,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
12,Windy,985,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
12,Windy,986,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
12,Tornado,987,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
12,Tornado,988,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
12,Tornado,989,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
13,Clear,990,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
13,Clear,991,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
13,Clear,992,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
13,Clouds,993,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
13,Clouds,994,Polo,Chinos,Loafers,Sweater,Jeans,Boots
13,Clouds,995,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
13,Rainy,996,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
13,Rainy,997,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
13,Rainy,998,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
13,Drizzle,999,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
13,Drizzle,1000,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
13,Drizzle,1001,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
13,Thunderstorm,1002,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
13,Thunderstorm,1003,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
13,Thunderstorm,1004,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
13,Snow,1005,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
13,Snow,1006,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
13,Snow,1007,Sweater,Jeans,Boots,Sweater,Jeans,Boots
13,Foggy,1008,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
13,Foggy,1009,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
13,Foggy,1010,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
13,Haze,1011,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
13,Haze,1012,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
13,Haze,1013,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
13,Windy,1014,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
13,Windy,1015,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
13,Windy,1016,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
13,Tornado,1017,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
13,Tornado,1018,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
13,Tornado,1019,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
14,Clear,1020,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
14,Clear,1021,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
14,Clear,1022,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
14,Clouds,1023,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
14,Clouds,1024,Polo,Chinos,Loafers,Sweater,Jeans,Boots
14,Clouds,1025,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
14,Rainy,1026,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
14,Rainy,1027,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
14,Rainy,1028,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
14,Drizzle,1029,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
14,Drizzle,1030,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
14,Drizzle,1031,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
14,Thunderstorm,1032,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
14,Thunderstorm,1033,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
14,Thunderstorm,1034,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
14,Snow,1035,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
14,Snow,1036,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
14,Snow,1037,Sweater,Jeans,Boots,Sweater,Jeans,Boots
14,Foggy,1038,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
14,Foggy,1039,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
14,Foggy,1040,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
14,Haze,1041,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
14,Haze,1042,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
14,Haze,1043,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
14,Windy,1044,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
14,Windy,1045,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
14,Windy,1046,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
14,Tornado,1047,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
14,Tornado,1048,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
14,Tornado,1049,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
15,Clear,1050,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
15,Clear,1051,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
15,Clear,1052,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
15,Clouds,1053,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
15,Clouds,1054,Polo,Chinos,Loafers,Sweater,Jeans,Boots
15,Clouds,1055,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
15,Rainy,1056,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
15,Rainy,1057,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
15,Rainy,1058,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
15,Drizzle,1059,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
15,Drizzle,1060,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
15,Drizzle,1061,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
15,Thunderstorm,1062,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
15,Thunderstorm,1063,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
15,Thunderstorm,1064,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
15,Snow,1065,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
15,Snow,1066,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
15,Snow,1067,Sweater,Jeans,Boots,Sweater,Jeans,Boots
15,Foggy,1068,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
15,Foggy,1069,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
15,Foggy,1070,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
15,Haze,1071,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
15,Haze,1072,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
15,Haze,1073,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
15,Windy,1074,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
15,Windy,1075,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
15,Windy,1076,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
15,Tornado,1077,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
15,Tornado,1078,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
15,Tornado,1079,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
16,Clear,1080,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
16,Clear,1081,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
16,Clear,1082,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
16,Clouds,1083,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
16,Clouds,1084,Polo,Chinos,Loafers,Sweater,Jeans,Boots
16,Clouds,1085,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
16,Rainy,1086,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
16,Rainy,1087,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
16,Rainy,1088,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
16,Drizzle,1089,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
16,Drizzle,1090,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
16,Drizzle,1091,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
